country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;totseadays;totkwdaysatsea;totgtdaysatsea;totfishdays;totkwfishdays;totgtfishdays;hrsea;kwhrsea;gthrsea;totves;confidential
PSP;2018;6;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;46;45;5203.8;1196.2;5086.2;1174.24;456;51927.75;11719.09;3;Y
PSP;2018;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;242;235;22898.19;4295.1;22452.78;4226.52;3240;311755.395;59330.26;15;N
PSP;2018;7;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;18;18;2169.72;455.04;2169.72;455.04;230;27724.2;5814.4;1;Y
PSP;2018;8;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;67;61;11112.465;1698.91;9987.915;1539.61;699;113292.9;17196.91;6;N
PSP;2018;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;368;372;45096.66;11230.55;45732.435;11363.83;4495;556013.535;136055.42;27;N
PSP;2018;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;7;6;694.524;130.9;595.306;112.2;85;8433.5;1589.5;1;Y
PSP;2018;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;637;620;111986.805;18789.2;109625.25;18353.3;6402;1088184.405;185916.31;33;N
PSP;2018;2;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;882;503.5;882;503.5;91;16052.4;9163.7;1;Y
PSP;2018;3;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;33;33;4130.7;1865.27;4130.7;1865.27;384;47863.2;21621.95;3;Y
PSP;2019;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;2348.325;795.5;2348.325;795.5;91;26599.65;9033.95;2;Y
PSP;2019;4;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;130;130;26339.46;11076.03;26339.46;11076.03;1617;323805.72;138090.93;8;N
PSP;2019;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;15;11;2288.055;1354.84;1780.905;978.5;282;39635.61;26090.22;5;N
PSP;2019;5;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;2461;2460;410730.304;138133.16;410506.864;138070.16;28375;4740573.394;1597832.99;77;N
PSP;2019;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;24;24;12930.12;3116.16;12930.12;3116.16;347;186947.985;45054.48;1;Y
PSP;2019;6;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;311;308;52786.23;21213.49;52352.58;20972.5;5038;857416.455;350373.68;11;N
PSP;2019;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;730;729;158387.443;43558.75;158152.978;43500.84;8391;1863477.164;503247.85;23;N
PSP;2019;7;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1361;1347;183194.34;84648.26;180934.95;83574.01;18100;2530448.445;1156072.66;47;N
PSP;2019;8;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;507;507;85134.903;29130.9;85134.903;29130.9;5643;929577.726;326479.02;30;N
PSP;2019;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;3914;3885;775894.93;226410.72;769064.163;224651.53;45701;9142617.431;2656926.8;131;N
PSP;2020;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;109;109;26070.45;8008.19;26070.45;8008.19;1348;322198.275;98727.85;8;N
PSP;2020;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;5;5;701.925;311.88;701.925;311.88;63;8805.3;3954.6;4;N
PSP;2020;2;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;45;42;6405.525;3902.85;6074.775;3627.21;703;92492.4;62081.46;3;Y
PSP;2020;3;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;202;202;34184.85;14512.34;34184.85;14512.34;2252;379518.72;164556.76;20;N
PSP;2020;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;6;6;3232.53;779.04;3232.53;779.04;85;45794.175;11036.4;1;Y
PSP;2020;4;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;8;8;1337.7;756.5;1337.7;756.5;130;21050.4;12367.5;2;Y
PSP;2020;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;35;35;5990.25;1867.38;5990.25;1867.38;367;62438.25;19604.36;2;Y
PSP;2020;5;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;319;318;47070.87;25134.35;46938.57;25029.91;4602;713142.57;368286.42;15;N
PSP;2020;1;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;226;226;37059.17;13234.35;37059.17;13234.35;2867;472472.524;167709.71;21;N
PSP;2014;6;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;499;483;135506.952;34351.7;131390.952;33344.64;5706;1544546.64;398173.67;38;N
PSP;2014;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;124.95;52.81;124.95;52.81;11;1374.45;580.91;1;Y
PSP;2014;7;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;16;16;4292.4;1100;4292.4;1100;200;53655;13750;1;Y
PSP;2014;8;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;30;30;6689.97;2199.19;6689.97;2199.19;362;80378.13;26610.58;13;N
PSP;2014;1;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;4;3;499.8;338.72;374.85;254.04;79;9871.05;6689.72;1;Y
PSP;2014;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;15;15;4487.175;795.15;4487.175;795.15;144;42975.45;7628.1;2;Y
PSP;2014;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;53;53;7228.725;4130.64;7228.725;4130.64;837;122563.455;66085.81;8;N
PSP;2014;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;299;299;51631.574;16769.35;51631.574;16769.35;3531;608584.763;197914.15;22;N
PSP;2015;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;269;269;67283.341;19755.16;67283.341;19755.16;2801;700668.238;207490.5;29;N
PSP;2015;1;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;319.725;58.91;319.725;58.91;16;5115.6;942.56;1;Y
PSP;2015;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;443.94;212.94;443.94;212.94;24;5327.28;2555.28;1;Y
PSP;2015;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;4;4;470.4;327.36;470.4;327.36;80;9408;6547.2;1;Y
PSP;2015;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;91;89;13268.955;8440.6;12938.205;8232;1274;191976.855;120494.73;10;N
PSP;2015;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;21;20;5849.13;1676.35;5790.33;1647.56;260;78979.425;21976.73;14;N
PSP;2016;2;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;12;12;2035.95;819;2035.95;819;180;33195.54;12950.62;7;N
PSP;2016;3;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;2;2;249.9;169.36;249.9;169.36;39;4873.05;3302.52;1;Y
PSP;2016;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;16;12;2879.73;904.6;2182.95;670.14;227;39861.255;12992.14;10;N
PSP;2016;4;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;50;43;7732.2;4251.33;6754.65;3553.06;865;139187.685;77386.34;20;N
PSP;2016;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NEU;NK;NA;36;34;3572.1;4243.32;3373.65;4007.58;856;84936.6;100896.72;1;Y
PSP;2016;5;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;40;26;6666.45;3762.67;4343.85;2356.67;851;141244.95;80390.15;3;Y
PSP;2017;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;348;339;67773.13;21476.98;65931.955;20919.48;4291;832203.677;265596.64;26;N
PSP;2017;6;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;241;234;54824.797;15337.02;52799.872;14846.97;3056;684020.929;196822.1;28;N
PSP;2017;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;13;13;3550.05;754.98;3550.05;754.98;183;49414.05;10617.78;2;Y
PSP;2017;7;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;1;1;112.955;35.53;112.955;35.53;11;1242.503;390.83;1;Y
PSP;2017;8;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;17;13;1686.825;1303.22;1289.925;996.58;352;34927.2;26984.32;1;Y
PSP;2017;1;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;6;5;595.35;459.96;496.125;383.3;129;12800.025;9889.14;1;Y
PSP;2017;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;5;3;992.25;168.45;595.35;101.07;87;17265.15;2931.03;1;Y
PSP;2018;1;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;7;4;1389.15;235.83;793.8;134.76;132;26195.4;4447.08;1;Y
PSP;2018;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;19;15;3770.55;640.11;2976.75;505.35;396;78586.2;13341.24;1;Y
PSP;2018;2;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;2;1;294;117.26;147;58.63;38;5586;2227.94;1;Y
PSP;2018;3;VL1218;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;4;3;636.51;243.7;499.065;197.27;76;12440.61;4862.22;2;Y
PSP;2018;1;VL1824;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;RFMO;NEU;NK;NA;17;10;4585.665;2088.62;NA;1228.6;408;110055.96;50126.88;1;Y
PSP;2018;4;VL2440;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;NA;NGI;NK;NA;73;55;15427.65;7191.56;NA;5408.3;1573;331514.4;154823.36;2;Y
PSP;2018;1;VL0006;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;EU;NGI;NK;NA;25;18;5321.4;2468.64;NA;1783.26;573;122921.4;56726.56;2;Y
PSP;2018;5;VL0612;PMP;LLS;DEF;NA;LLS_DEF_0_0_0;MBS;GSA99;RFMO;NEU;NK;NA;17;10;4585.665;2088.62;NA;1228.6;408;110055.96;50126.88;1;Y
PSP;2018;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;RFMO;NGI;NK;NA;12;9;3219.3;1286.16;NA;964.62;284;76190.1;30439.12;1;Y
PSP;2019;6;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;EU;NEU;NK;NA;47;33;12678.015;5774.42;NA;4054.38;1112;299956.44;136620.32;1;Y
PSP;2019;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;EU;NGI;NK;NA;37;29;8647.275;3771.02;NA;2946.02;816;189817.425;83030.82;2;Y
PSP;2019;7;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;EU;NEU;NK;NA;30;23;8092.35;3685.8;NA;2825.78;704;189900.48;86493.44;1;Y
PSP;2019;8;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;EU;NGI;NK;NA;70;56;8386.35;7383.95;NA;5916.9;1554;186379.83;163952.91;2;Y
PSP;2019;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;RFMO;NEU;NK;NA;30;23;8092.35;3685.8;NA;2825.78;704;189900.48;86493.44;1;Y
PSP;2019;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;14;9;2058;820.82;NA;527.67;281;41307;16475.03;1;Y
PSP;2019;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;74;54;12310.515;6829.26;NA;4988.81;1637;272223.42;150627.35;7;N
PSP;2019;2;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;20;14;4428.375;1310.57;NA;921.77;391;87154.83;25751.88;3;Y
PSP;2019;3;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;4;2;352.8;372.04;176.4;186.02;77;6791.4;7161.77;1;Y
PSP;2019;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;10;10;2682.75;608.6;2682.75;608.6;119;31924.725;7242.34;1;Y
PSP;2020;4;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;10;10;2058;543.4;2058;543.4;120;24012.45;6458.77;5;N
PSP;2020;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;5;5;1069.425;322.1;1069.425;322.1;43;9197.055;2770.06;1;Y
PSP;2020;5;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2;2;617.4;168.7;617.4;168.7;21;6482.7;1771.35;1;Y
PSP;2020;1;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;4;4;1234.8;337.4;1234.8;337.4;44;13582.8;3711.4;1;Y
PSP;2020;6;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;3;3;471.135;112.44;471.135;112.44;36;5288.325;1349.56;3;Y
PSP;2020;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;268.275;45.93;268.275;45.93;10;2682.75;459.3;1;Y
PSP;2020;7;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;42;44;10031.28;2246.04;10444.35;2322.84;568;132929.16;29827.62;7;N
PSP;2020;8;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;39;33;9647.61;2093.51;7733.67;1780.97;488;125757.03;26155.32;14;N
PSP;2020;1;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;4;4;426.3;108.06;426.3;108.06;30;3219.3;811.62;2;Y
PSP;2014;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;48;48;8692.845;1944.73;8692.845;1944.73;453;82487.58;18441.5;3;Y
PSP;2014;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;39;39;7864.5;1518.43;7864.5;1518.43;603;126148.05;24103.74;3;Y
PSP;2014;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;58;58;14308.245;3620.33;14308.245;3620.33;526;126583.905;31708.97;2;Y
PSP;2014;2;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;71;71;10917.69;2615.46;10917.69;2615.46;931;140020.44;34429.81;4;N
PSP;2014;3;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;152;152;36137.745;6757.9;36137.745;6757.9;1252;298490.115;55988.86;8;N
PSP;2014;1;NK;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;238;240;44080.155;10900.56;44241.12;10925.66;3017;549167.01;135631.26;26;N
PSP;2014;4;NK;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1682;1647;370191.717;82710.15;361702.511;81023.07;15857;3557368.762;783102.65;67;N
PSP;2014;1;NK;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;14;14;5145;1153.6;5145;1153.6;179;65782.5;14749.6;1;Y
PSP;2015;5;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;24;24;6945.75;1826.4;6945.75;1826.4;328;95807.25;24903.2;2;Y
PSP;2015;1;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;38;37;6445.215;2827.98;6195.315;2724.21;467;78005.55;34576.79;4;N
PSP;2015;6;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;123;123;36813.945;12817.18;36813.945;12817.18;1726;516492.585;178449.07;5;N
PSP;2015;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;49;49;15340.185;4543.5;15340.185;4543.5;829;251918.31;80957.69;6;N
PSP;2015;7;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1110;1106;354071.55;107395.21;353166.03;107093.29;13746;4454000.775;1339982.73;35;N
PSP;2015;8;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;44;44;20715.24;4692.7;20715.24;4692.7;598;282384.06;63888.26;4;N
PSP;2016;1;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;77;77;11388.825;8305.35;11388.825;8305.35;927;135338.49;100062.51;2;Y
PSP;2016;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;210.21;103.19;210.21;103.19;14;2942.94;1444.66;1;Y
PSP;2016;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;89;89;26905.41;6917.04;26905.41;6917.04;1067;324864.12;83020.43;5;N
PSP;2016;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;177;171;35271.915;16539.73;34107.675;16042.55;2345;444700.725;215431.36;7;N
PSP;2016;1;NK;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;107;107;29201.55;9394.83;29201.55;9394.83;1430;386439.48;128560.97;7;N
PSP;2016;2;NK;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2373;2365;709178.803;229827.7;707187.277;229168.43;27474;8130992.507;2657753.5;76;N
PSP;2017;3;NK;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;112;112;42638.82;11658.39;42638.82;11658.39;1551;581992.11;165793.73;6;N
PSP;2017;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;85;85;21650.895;8601.38;21650.895;8601.38;1111;279925.485;112586.45;6;N
PSP;2017;4;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;26;26;8345.925;2321.96;8345.925;2321.96;437;135043.755;41462.02;6;N
PSP;2017;1;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;261;261;98400.33;27533.03;98400.33;27533.03;3090;1129661.925;327735.05;15;N
PSP;2017;5;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;22;22;8296.68;2187.4;8296.68;2187.4;327;122969.175;32479.64;3;Y
PSP;2017;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;12;12;2646;1199.88;2646;1199.88;181;39910.5;18098.19;1;Y
PSP;2017;6;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;210.21;103.19;210.21;103.19;13;2732.73;1341.47;1;Y
PSP;2018;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;86;86;21341.46;7841.78;21341.46;7841.78;985;247711.17;89876.12;3;Y
PSP;2018;7;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;28;28;5196.45;2978.47;5196.45;2978.47;414;77410.935;44990.33;4;N
PSP;2018;8;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;31;30;7175.07;3037.1;6956.04;2918.25;419;96873.735;41709.85;5;N
PSP;2018;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;631;629;227671.748;65195.834;226984.523;65031.824;7324;2581803.601;757281.72;45;N
PSP;2018;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;19;18;7294.875;2454.7;6897.975;2328.7;316;119264.775;41333.5;2;Y
PSP;2018;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;16;16;4469.535;1750.11;4469.535;1750.11;200;55222.02;21620.52;3;Y
PSP;2018;1;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;49;49;18007.5;3628.45;18007.5;3628.45;589;216457.5;43615.45;1;Y
PSP;2018;1;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;162;162;79912.14;16091.33;79912.14;16091.33;1678;812392.56;165906.61;14;N
PSP;2018;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;14;14;5847.66;1439.4;5847.66;1439.4;214;89034.96;21967;3;Y
PSP;2019;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;7;7;1109.85;750.74;1109.85;750.74;84;13226.325;9053.55;3;Y
PSP;2019;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;210.21;103.19;210.21;103.19;14;2942.94;1444.66;1;Y
PSP;2019;1;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;3;3;1008.42;269.29;1008.42;269.29;36;11466.735;3214.2;3;Y
PSP;2019;2;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;7;7;1039.29;540.53;1039.29;540.53;83;12317.865;6415.3;2;Y
PSP;2019;3;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;14;14;3344.25;1176.1;3344.25;1176.1;176;42170.625;14783.65;2;Y
PSP;2019;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;369;365;148997.495;43371;147036.515;42887;3949;1584394.165;464155.24;34;N
PSP;2019;4;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;8;8;2380.665;923.43;2380.665;923.43;149;46993.695;18345.59;4;N
PSP;2019;1;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2;2;588;206.26;588;206.26;33;9702;3403.29;1;Y
PSP;2019;5;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;91;90;27880.02;7566.82;27512.52;7480.02;1448;434963.445;124555.82;9;N
PSP;2019;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;64;60;22407.945;6353.25;21002.625;5939.81;869;303529.275;86535.6;13;N
PSP;2020;6;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;4;4;1773.555;419.69;1773.555;419.69;54;24132.255;5681.99;3;Y
PSP;2020;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2;1;421.89;222.14;210.945;111.07;36;7594.02;3998.52;1;Y
PSP;2020;7;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;37;37;9708.615;2806.82;9708.615;2806.82;440;115453.8;33378.4;1;Y
PSP;2020;8;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2;2;420.42;206.38;420.42;206.38;27;5675.67;2786.13;1;Y
PSP;2020;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2;2;342.51;205.41;342.51;205.41;24;4002.81;2487.85;2;Y
PSP;2020;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;1;1;NA;NA;;;;;;1;Y
PSP;2020;1;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;3;3;NA;NA;;;;;;2;Y
PSP;2020;1;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;61;61;NA;NA;;;;;;7;N
PSP;2020;2;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;44;41;NA;NA;;;;;;10;N
PSP;2014;3;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;7;6;NA;NA;;;;;;3;Y
PSP;2014;1;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;2;2;NA;NA;;;;;;1;Y
PSP;2014;4;VL2440;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NGI;NK;NA;36;25;NA;NA;;;;;;1;Y
PSP;2014;1;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NEU;NK;NA;28;21;NA;NA;;;;;;1;Y
PSP;2014;5;VL0612;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NEU;NK;NA;28;21;NA;NA;;;;;;1;Y
PSP;2014;1;VL1218;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NEU;NK;NA;28;21;NA;NA;;;;;;1;Y
PSP;2014;6;VL1824;PMP;NK;NK;NK;NK;MBS;GSA99;NA;NEU;NK;NA;8;6;NA;NA;;;;;;1;Y
