country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;domain_discards;domain_landings;supra_region;sub_region;eez_indicator;geo_indicator;nep_sub_region;specon_tech;deep;species;totwghtlandg;totvallandg;discards;confidential
PSP;2014;4;VL0006;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CTB;0.014;47.6957332;NK;A
PSP;2014;1;VL0612;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CTC;0.003;5.374408768;NK;A
PSP;2014;5;VL1218;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;DEC;0.014;139.2045655;NK;A
PSP;2014;1;VL1824;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;GPD;0.003;2.734695044;NK;A
PSP;2014;6;VL2440;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;GUX;0.012;105.5966281;NK;A
PSP;2015;1;VL0006;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HKE;0.025;109.700022;NK;A
PSP;2015;7;VL0612;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HOM;0.012;17.43799073;NK;A
PSP;2015;8;VL1218;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;IAX;0.038;109.9530756;NK;N
PSP;2015;1;VL1824;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;LTA;0.005;4.148511607;NK;A
PSP;2015;1;VL2440;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MTS;0.015;38.67739852;NK;A
PSP;2015;1;VL0006;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MUX;0.021;203.4768958;NK;N
PSP;2016;1;VL0612;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.004;8.022142629;NK;A
PSP;2016;2;VL1218;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;0.044;170.3005005;NK;A
PSP;2016;3;VL1824;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;0.015;84.48240547;NK;A
PSP;2016;1;VL2440;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RAJ;0.02;219.0894992;NK;A
PSP;2016;4;VL0006;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RPG;0.012;40.75920976;NK;A
PSP;2016;1;VL0612;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SAN;0.002;5.767291907;NK;A
PSP;2017;5;VL1218;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SOL;0.002;36.28144037;NK;A
PSP;2017;1;VL1824;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SSB;0.013;57.3760522;NK;A
PSP;2017;6;VL2440;DFN;FPO;DEF;NA;FPO_DEF_0_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SWA;0.032;38.30671676;NK;A
PSP;2017;1;VL0006;DFN;FPO;NK;NA;NK;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HOM;0.022;47.27791967;NK;A
PSP;2017;7;VL0612;DFN;FPO;NK;NA;NK;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.028;22.82544948;NK;A
PSP;2017;8;VL1218;DFN;FPO;NK;NA;NK;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;0.019;46.06639165;NK;A
PSP;2017;1;VL1824;DFN;FPO;NK;NA;NK;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SQC;0.013;56.43815057;NK;A
PSP;2018;1;VL2440;DFN;GNS;DEF;100D400;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;0.015;163.4500756;NK;A
PSP;2018;1;VL0006;DFN;GNS;DEF;100D400;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;DEC;0.036;26.75668639;NK;A
PSP;2018;1;VL0612;DFN;GNS;DEF;100D400;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.021;110.7201373;NK;A
PSP;2018;2;VL1218;DFN;GNS;DEF;100D400;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;0.162;164.0283686;NK;A
PSP;2018;3;VL1824;DFN;GNS;DEF;100D400;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBG;0.001;0.700202624;NK;A
PSP;2018;1;VL2440;DFN;GNS;DEF;100D400;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SWA;0.195;500.9735632;NK;N
PSP;2018;4;VL0006;DFN;GNS;DEF;40D50;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BBS;0.05;238.8465876;NK;N
PSP;2018;1;VL0612;DFN;GNS;DEF;40D50;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;0.441;1853.630264;NK;N
PSP;2018;5;VL1218;DFN;GNS;DEF;40D50;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.075;817.9778131;NK;N
PSP;2019;1;VL1824;DFN;GNS;DEF;40D50;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;NK;5903.776265;NK;N
PSP;2019;6;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;NK;348.0114137;NK;A
PSP;2019;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BSS;NK;33.90027293;NK;A
PSP;2019;7;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CTC;NK;92.51100749;NK;N
PSP;2019;8;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HKE;NK;19.13598345;NK;A
PSP;2019;1;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HMM;0.077;664.5745054;NK;A
PSP;2019;1;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MUR;0.081;363.6860166;NK;A
PSP;2019;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MUT;0.008;15.56455422;NK;A
PSP;2019;1;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;0.287;NK;NK;A
PSP;2019;1;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RPG;0.093;NK;NK;N
PSP;2020;2;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBA;0.001;NK;NK;A
PSP;2020;3;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA1_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SRG;0.116;NK;NK;N
PSP;2020;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;0.22;NK;NK;N
PSP;2020;4;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CTC;0.104;593.6922253;NK;N
PSP;2020;1;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MON;0.008;120.4417299;NK;A
PSP;2020;5;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;0.001;3.940776019;NK;A
PSP;2020;1;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;0.038;0;NK;A
PSP;2020;6;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RPG;0.004;5.793496472;NK;A
PSP;2020;1;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBA;0.035;45.37474157;NK;A
PSP;2014;7;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBG;0.001;8.799719008;NK;A
PSP;2014;8;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBR;0.011;48.26800969;NK;A
PSP;2014;1;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SOL;0.028;72.19781057;NK;A
PSP;2014;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;COE;0.003;23.31857824;NK;A
PSP;2014;1;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;DEC;0.009;34.83419328;NK;A
PSP;2014;1;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;FOR;0.002;6.793201627;NK;A
PSP;2014;2;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;GPD;0.004;72.56288073;NK;A
PSP;2014;3;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;LBE;0.004;94.62366566;NK;A
PSP;2015;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MGR;0.005;21.70698099;NK;A
PSP;2015;4;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.091;233.7876628;NK;A
PSP;2015;1;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RAJ;0.106;189.8957765;NK;A
PSP;2015;5;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SCS;0.068;586.8969658;NK;A
PSP;2015;1;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SOO;0.007;586.8969658;NK;A
PSP;2015;6;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SOR;0.001;586.8969658;NK;A
PSP;2016;1;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SQC;0.007;586.8969658;NK;A
PSP;2016;7;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SSB;0.006;586.8969658;NK;A
PSP;2016;8;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;TUR;0.001;586.8969658;NK;A
PSP;2016;1;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;UUC;0.047;586.8969658;NK;A
PSP;2016;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;WEG;0.049;586.8969658;NK;A
PSP;2016;1;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;YRS;0.002;586.8969658;NK;A
PSP;2017;1;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;AMB;0.03;586.8969658;NK;A
PSP;2017;1;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BBS;0.116;586.8969658;NK;A
PSP;2017;2;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BLL;0.025;586.8969658;NK;A
PSP;2017;3;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CBM;0.012;586.8969658;NK;A
PSP;2017;1;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;DEC;0.118;586.8969658;NK;A
PSP;2017;4;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;GPD;0.006;586.8969658;NK;A
PSP;2017;1;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MUX;0.005;586.8969658;NK;A
PSP;2018;5;VL2440;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.595;586.8969658;NK;N
PSP;2018;1;VL0006;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RAJ;0.165;586.8969658;NK;A
PSP;2018;6;VL0612;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SLO;0.082;NA;NK;A
PSP;2018;1;VL1218;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SWA;0.058;NA;NK;A
PSP;2018;7;VL1824;DFN;GNS;DEF;40D50;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;TRG;0.008;NA;NK;A
PSP;2018;8;VL2440;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;AMB;0.192;1689.546049;NK;A
PSP;2018;1;VL0006;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;0.686;1984.942364;NK;N
PSP;2018;1;VL0612;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BRB;0.002;5.15698647;NK;A
PSP;2018;1;VL1218;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CTB;0.006;23.22279552;NK;A
PSP;2019;1;VL1824;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;DEC;0.023;251.9529241;NK;A
PSP;2019;1;VL2440;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HKE;0.016;70.61667963;NK;A
PSP;2019;2;VL0006;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HMM;0.053;63.44549964;NK;A
PSP;2019;3;VL0612;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HOM;0.002;1.630389249;NK;A
PSP;2019;1;VL1218;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MGC;0.252;190.5265172;NK;A
PSP;2019;4;VL1824;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MUL;0.007;7.087645555;NK;A
PSP;2019;1;VL2440;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;1.48;3802.26089;NK;N
PSP;2019;5;VL0006;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;1.48;52.54624928;NK;A
PSP;2019;1;VL0612;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;1.48;4119.178365;NK;N
PSP;2019;6;VL1218;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RSE;1.48;9.673140414;NK;A
PSP;2020;1;VL1824;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBG;1.48;4046.875582;NK;N
PSP;2020;7;VL2440;DFN;GNS;DEF;50D100;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SWA;1.48;194.0916891;NK;A
PSP;2020;8;VL0006;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;ANK;1.48;36.18289614;0;A
PSP;2020;1;VL0612;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;1.48;306.7112108;0;A
PSP;2020;1;VL1218;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;CTC;1.48;2641.483211;0;A
PSP;2020;1;VL1824;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;HMM;1.48;0;0.241;N
PSP;2020;1;VL2440;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MON;1.48;0;0.65;N
PSP;2020;1;VL0006;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MTS;1.48;0;0.06;N
PSP;2020;1;VL0612;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MUR;1.48;5086.562645;NK;A
PSP;2014;1;VL1218;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;1.48;12893.51534;NK;N
PSP;2014;1;VL1824;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;1.48;779.8609061;NK;A
PSP;2014;1;VL2440;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBG;1.48;40368.91673;NK;N
PSP;2014;1;VL0006;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;1_GSA6_GTR_DEF_>=16_0_0;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SOL;1.48;881.7612384;NK;A
PSP;2014;1;VL0612;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BLL;1.48;292.4512062;NK;A
PSP;2014;1;VL1218;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;GUU;1.48;1175.794023;NK;A
PSP;2014;1;VL1824;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;1.48;514.5930491;NK;A
PSP;2014;1;VL2440;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SCS;1.48;4.341396198;NK;A
PSP;2015;1;VL0006;DFN;GNS;DEF;50D100;GTR_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SQC;1.48;49125.96615;NK;N
PSP;2015;1;VL0612;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BBS;1.48;633.652279;NK;A
PSP;2015;1;VL1218;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BON;0.038;44.03067053;NK;A
PSP;2015;1;VL1824;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BRB;0.014;143.1401419;NK;A
PSP;2015;1;VL2440;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;LTA;0.019;107.0110469;NK;N
PSP;2015;1;VL0006;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;MZZ;0.002;34.59646299;NK;A
PSP;2016;1;VL0612;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;OCC;0.025;354.2174544;NK;A
PSP;2016;1;VL1218;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;PAC;0.002;2.097645357;NK;A
PSP;2016;1;VL1824;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;POX;0.003;3.037562381;NK;A
PSP;2016;1;VL2440;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;REA;0.002;5.138190392;NK;A
PSP;2016;1;VL0006;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RPG;0.012;41.38052667;NK;A
PSP;2016;1;VL0612;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBG;0.003;43.34656988;NK;A
PSP;2017;1;VL1218;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SBZ;0.452;2159.173152;NK;N
PSP;2017;1;VL1824;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SCS;0.014;47.6957332;NK;A
PSP;2017;1;VL2440;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SLM;0.003;5.374408768;NK;A
PSP;2017;1;VL0006;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SSB;0.014;139.2045655;NK;A
PSP;2017;1;VL0612;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;SWA;0.003;2.734695044;NK;A
PSP;2017;1;VL1218;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;UUC;0.012;105.5966281;NK;A
PSP;2017;1;VL1824;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;YRS;0.025;109.700022;NK;A
PSP;2018;1;VL2440;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;BRB;0.012;17.43799073;NK;A
PSP;2018;1;VL0006;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;COE;0.038;109.9530756;NK;N
PSP;2018;1;VL0612;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;DEC;0.005;4.148511607;NK;A
PSP;2018;1;VL1218;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;GPD;0.015;38.67739852;NK;A
PSP;2018;1;VL1824;DFN;GNS;DEF;NK;GNS_DEF_>=16_0_0;NK;NK;MBS;GSA99;NA;NGI;NA;NK;NA;RPG;0.021;203.4768958;NK;N
