country;year;quarter;vessel_length;fishing_tech;gear_type;target_assemblage;mesh_size_range;metier;supra_region;sub_region;eez_indicator;geo_indicator;specon_tech;deep;rectangle_type;rectangle_lat;rectangle_lon;c_square;species;totwghtlandg;totvallandg;confidential
PSP;2016;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:1;SKJ;15.778;0;NA
PSP;2016;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:1;YFT;2.51;0;NA
PSP;2016;1;NK;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:1;BET;7.186;0;NA
PSP;2016;2;NK;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:1;SKJ;13.053;0;NA
PSP;2017;3;NK;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:1;YFT;3.306;0;NA
PSP;2017;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:1;BET;2.114;0;NA
PSP;2017;4;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:1;FRI;2.069;0;NA
PSP;2017;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:1;SKJ;9.991;0;NA
PSP;2017;5;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:1;YFT;60.322;0;NA
PSP;2017;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;BET;3.895;0;NA
PSP;2017;6;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;FRI;1.022;0;NA
PSP;2018;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;SKJ;8.619;0;NA
PSP;2018;7;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;YFT;1.799;0;NA
PSP;2018;8;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;BET;1.613;0;NA
PSP;2018;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;FRI;2.069;0;NA
PSP;2018;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:2;SKJ;8.46;0;NA
PSP;2018;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:2;YFT;1.303;0;NA
PSP;2018;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:2;YFT;6.43545;0;NA
PSP;2018;1;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:2;FRI;8.576364;0;NA
PSP;2018;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:2;SKJ;36.160946;0;NA
PSP;2019;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:2;BUM;0.065;0;NA
PSP;2019;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:3;CNT;0.063;0;NA
PSP;2019;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:3;DOL;0.012;0;NA
PSP;2019;2;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:3;LOB;0.003;0;NA
PSP;2019;3;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:3;RRU;0.131;0;NA
PSP;2019;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:3;RUB;0.545;0;NA
PSP;2019;4;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:3;WAH;0.068;0;NA
PSP;2019;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:4;YTL;0.199;0;NA
PSP;2019;5;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:4;BET;2.857;0;NA
PSP;2019;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:4;FRI;1.062;0;NA
PSP;2020;6;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:4;SKJ;14.999;0;NA
PSP;2020;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:4;YFT;2.316;0;NA
PSP;2020;7;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:121:4;BUM;0.211;0;NA
PSP;2020;8;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:121:4;CNT;0.012;0;NA
PSP;2020;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;GBA;0.025;0;NA
PSP;2020;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;MZZ;3.942;0;NA
PSP;2020;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;RRU;0.044;0;NA
PSP;2020;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;RUB;0.132;0;NA
PSP;2020;2;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;WAH;0.044;0;NA
PSP;2014;3;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;BET;0.785406;0;NA
PSP;2014;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:1;BSH;4.645437;0;NA
PSP;2014;4;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:1;MLS;0.817298;0;NA
PSP;2014;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;SAI;0.015963;0;NA
PSP;2014;5;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;SMA;0.752024;0;NA
PSP;2014;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;SWO;0.530348;0;NA
PSP;2014;6;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;BSH;13.533916;0;NA
PSP;2014;1;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;SAI;0.162674;0;NA
PSP;2015;7;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;SMA;1.323183;0;NA
PSP;2015;8;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:2;BET;0.951702;0;NA
PSP;2015;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:2;SSP;0.70513;0;NA
PSP;2015;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:2;SWO;0.492329;0;NA
PSP;2015;2;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:2;BET;15.996;0;NA
PSP;2015;3;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:2;FRI;5.167;0;NA
PSP;2016;1;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:2;SKJ;91.793;0;NA
PSP;2016;4;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:3;YFT;100.874;0;NA
PSP;2016;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:3;BET;5.688794;0;NA
PSP;2016;5;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:3;BSH;38.2823;0;NA
PSP;2016;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:3;SAI;0.075714;0;NA
PSP;2016;6;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:3;SMA;4.120118;0;NA
PSP;2017;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:3;SWO;3.593056;0;NA
PSP;2017;7;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:3;MLS;4.016959;0;NA
PSP;2017;8;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:3;BET;2.701884;0;NA
PSP;2017;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:4;SWO;3.88341;0;NA
PSP;2017;1;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:4;BSH;23.12498;0;NA
PSP;2017;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:4;MLS;3.488599;0;NA
PSP;2017;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:4;SMA;3.689797;0;NA
PSP;2018;2;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:122:4;BET;1.92965;0;NA
PSP;2018;3;VL0006;PMP;NK;NK;NK;NK;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:122:4;BSH;24.5921;0;NA
PSP;2018;1;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:123:1;SAI;0.100951;0;NA
PSP;2018;4;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:123:1;SMA;1.665212;0;NA
PSP;2018;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:123:1;SWO;0.200976;0;NA
PSP;2018;5;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:123:1;MLS;1.481826;0;NA
PSP;2018;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:1;BET;19.231;0;NA
PSP;2018;6;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:1;YFT;136.068;0;NA
PSP;2018;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:1;BET;0.56663;0;NA
PSP;2019;7;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:1;SWO;0.676275;0;NA
PSP;2019;8;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:1;BSH;5.185042;0;NA
PSP;2019;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:1;SMA;0.458247;0;NA
PSP;2019;1;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:2;MLS;0.726243;0;NA
PSP;2019;1;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:2;SMA;0.103358;0;NA
PSP;2019;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:2;SWO;0.239484;0;NA
PSP;2019;2;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:2;BSH;4.668494;0;NA
PSP;2019;3;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:2;ALB;0.996;0;NA
PSP;2019;1;VL0612;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:130:2;BET;61.101;0;NA
PSP;2019;4;VL1218;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:3;FRI;2.067;0;NA
PSP;2020;1;VL1824;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:3;SKJ;29.521;0;NA
PSP;2020;5;VL2440;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:3;YFT;431.613;0;NA
PSP;2020;1;VL0006;PMP;NK;NK;NK;NK;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:130:3;BUM;0.199;0;NA
PSP;2020;6;VL0612;PMP;SV;NK;DEF;SB-SV_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:130:3;DOL;0.134;0;NA
PSP;2020;1;VL1218;PMP;SV;NK;DEF;SB-SV_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:130:3;FAL;0.118;0;NA
PSP;2020;7;VL1824;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:4;GBA;0.002;0;NA
PSP;2020;8;VL2440;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:4;LOB;0.04;0;NA
PSP;2020;1;VL0006;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:130:4;RRU;0.008;0;NA
PSP;2020;1;VL0612;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:130:4;WAH;0.058;0;NA
PSP;2014;2;VL1218;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:1;SWO;0.964863;0;NA
PSP;2014;3;VL1824;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:1;BSH;18.852101;0;NA
PSP;2014;1;VL2440;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:1;SAI;0.026605;0;NA
PSP;2014;4;VL0006;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:1;SMA;1.194392;0;NA
PSP;2014;1;VL0612;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:131:1;BET;0.625699;0;NA
PSP;2014;5;VL1218;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:2;MLS;0.815103;0;NA
PSP;2014;1;VL1824;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:2;SAI;0.036426;0;NA
PSP;2014;6;VL2440;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:2;SMA;0.920363;0;NA
PSP;2015;1;VL0006;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:131:2;SSP;0.176514;0;NA
PSP;2015;7;VL0612;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:3;MLS;0.24732;0;NA
PSP;2015;8;VL1218;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:3;BET;1.284507;0;NA
PSP;2015;1;VL1824;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:3;SWO;0.446302;0;NA
PSP;2015;1;VL2440;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:3;BSH;20.758872;0;NA
PSP;2015;1;VL0006;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:3;BET;5.347;0;NA
PSP;2016;1;VL0612;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:131:3;YFT;34.481;0;NA
PSP;2016;2;VL1218;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:131:4;BET;1.107373;0;NA
PSP;2016;3;VL1824;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:131:4;SAI;0.041487;0;NA
PSP;2016;1;VL2440;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:140:1;SMA;0.721336;0;NA
PSP;2016;4;VL0006;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:140:1;SWO;0.913367;0;NA
PSP;2016;1;VL0612;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:140:2;BSH;6.724105;0;NA
PSP;2017;5;VL1218;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:140:2;BET;8.079;0;NA
PSP;2017;1;VL1824;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:140:2;SKJ;23.567;0;NA
PSP;2017;6;VL2440;DFN;FPO;NA;DEF;FPO_DEF_0_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:140:2;YFT;52.774;0;NA
PSP;2017;1;VL0006;DFN;FPO;NA;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:140:3;SAI;0.02593;0;NA
PSP;2017;7;VL0612;DFN;FPO;NA;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:140:4;SMA;1.100378;0;NA
PSP;2017;8;VL1218;DFN;FPO;NA;NK;NK;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:140:4;BET;1.112723;0;NA
PSP;2017;1;VL1824;DFN;FPO;NA;NK;NK;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:141:1;SWO;1.12635;0;NA
PSP;2018;1;VL2440;DFN;GNS;100D400;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:141:1;BSH;13.74444;0;NA
PSP;2018;1;VL0006;DFN;GNS;100D400;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:141:1;MLS;1.900339;0;NA
PSP;2018;1;VL0612;DFN;GNS;100D400;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:141:1;BSH;4.042598;0;NA
PSP;2018;2;VL1218;DFN;GNS;100D400;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:1;BET;0.12842;0;NA
PSP;2018;3;VL1824;DFN;GNS;100D400;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:1;SAI;0.057818;0;NA
PSP;2018;1;VL2440;DFN;GNS;100D400;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:1;SMA;0.180108;0;NA
PSP;2018;4;VL0006;DFN;GNS;40D50;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:1;SWO;0.211732;0;NA
PSP;2018;1;VL0612;DFN;GNS;40D50;DEF;GNS_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:2;BUM;0.092;0;NA
PSP;2018;5;VL1218;DFN;GNS;40D50;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:3;DOL;0.003;0;NA
PSP;2019;1;VL1824;DFN;GNS;40D50;DEF;GNS_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:3;GBA;0.002;0;NA
PSP;2019;6;VL2440;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:141:4;WAH;0.017;0;NA
PSP;2019;1;VL0006;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;MBS;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:143:4;YTL;0.002;0;NA
PSP;2019;7;VL0612;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:1;BET;6.762;0;NA
PSP;2019;8;VL1218;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:1;SKJ;25.259;0;NA
PSP;2019;1;VL1824;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:1;YFT;36.038;0;NA
PSP;2019;1;VL2440;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:1;BET;4.826;0;NA
PSP;2019;1;VL0006;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;LTA;5.583;0;NA
PSP;2019;1;VL0612;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;SKJ;19.284;0;NA
PSP;2019;1;VL1218;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;YFT;33.418;0;NA
PSP;2020;2;VL1824;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;SMA;0.443108;0;NA
PSP;2020;3;VL2440;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;BSH;4.613835;0;NA
PSP;2020;1;VL0006;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;SSP;0.309592;0;NA
PSP;2020;4;VL0612;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:1;SWO;0.352545;0;NA
PSP;2020;1;VL1218;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:2;BET;1.168;0;NA
PSP;2020;5;VL1824;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:2;YFT;8.25;0;NA
PSP;2020;1;VL2440;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:2;BSH;7.149569;0;NA
PSP;2020;6;VL0006;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:2;SMA;0.494275;0;NA
PSP;2020;1;VL0612;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:2;BET;0.412139;0;NA
PSP;2014;7;VL1218;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:2;SSP;0.443594;0;NA
PSP;2014;8;VL1824;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;SWO;0.653698;0;NA
PSP;2014;1;VL2440;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;CNT;0.049;0;NA
PSP;2014;1;VL0006;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;GBA;0.033;0;NA
PSP;2014;1;VL0612;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;LOB;0.006;0;NA
PSP;2014;1;VL1218;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;RRU;3.009;0;NA
PSP;2014;2;VL1824;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;RUB;1.249;0;NA
PSP;2014;3;VL2440;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NK;NA;05*05;NA;NA;1000:205:2;WAH;0.047;0;NA
PSP;2015;1;VL0006;DFN;GNS;40D50;DEF;GTR_DEF_>=16_0_0;OFR;GSA99;NK;NK;NA;NA;05*05;NA;NA;1000:205:3;BET;12.788;0;NA
