Sampling_type;Flag_country;Year;Trip_code;Harbour;Number_of_sets_hauls_on_trip;Days_at_sea;Sampling.method;Aggregation_level;Station_number;Duration_of_fishing_operation;Initial_latitude;Initial_longitude;Final_latitude;Final_longitude;Depth_of_fishing_operation;Water_depth;Catch_registration;Species_registration;Date;Area;Fishing_activity_category_National;Fishing_activity_category_European_lvl_6;Species;Catch_category;Weight;Subsample_weight;Sex;Maturity_method;Maturity_scale;Maturity_Stage;Ageing.method;Age;Length_code;Length_class;Number_at_length;Commercial_size_category_scale;Commercial_size_category;fish_ID;Individual_weight
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;0.5;scm;100;1;ITA;2;NA;11.81149649
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;2a;OWR;NA;scm;100;2;ITA;2;NA;11.17867274
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;N;Macr;Medits scale;;OWR;NA;scm;105;1;ITA;2;NA;13.17745533
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;2a;OWR;NA;scm;105;1;ITA;2;NA;19.29863384
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;105;5;ITA;2;NA;13.20514442
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;110;3;ITA;2;NA;21.75351199
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;110;7;ITA;2;NA;18.7372608
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;110;5;ITA;2;NA;8.608371497
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;115;3;ITA;2;NA;16.38098086
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;4a;OWR;NA;scm;115;2;ITA;2;NA;20.37638172
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;115;26;ITA;2;NA;15.09752291
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;120;7;ITA;2;NA;14.1931774
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;120;12;ITA;2;NA;22.81911045
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;4a;OWR;NA;scm;120;2;ITA;2;NA;21.88747757
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;120;21;ITA;2;NA;18.25860861
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;125;9;ITA;2;NA;19.14007384
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;125;19;ITA;2;NA;21.84757181
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;4a;OWR;NA;scm;125;8;ITA;2;NA;21.45239958
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;2b;OWR;NA;scm;130;1;ITA;2;NA;19.23573722
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;130;14;ITA;2;NA;18.03412159
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;130;6;ITA;2;NA;30.99363218
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;130;8;ITA;2;NA;27.51403944
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;135;9;ITA;2;NA;18.54937604
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;135;5;ITA;2;NA;34.98369726
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;135;6;ITA;2;NA;26.46770584
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;140;4;ITA;2;NA;27.90659157
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;140;4;ITA;2;NA;26.86136802
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;4a;OWR;NA;scm;140;1;ITA;2;NA;36.95454569
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;140;1;ITA;2;NA;17.50826957
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;145;4;ITA;2;NA;41.0552832
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;4a;OWR;NA;scm;145;2;ITA;2;NA;34.13580588
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;F;Macr;Medits scale;3;OWR;NA;scm;150;2;ITA;2;NA;53.45731258
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;150;2;ITA;2;NA;38.28054721
S;ITA;2015;12_18_2015;ITBDS;4;1;Observer;TRUE;999;915;41.23967;16.98833;41.25433;16.962;107;NA;All;All;24/05/2015;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;4200;4200;M;Macr;Medits scale;3;OWR;NA;scm;155;1;ITA;2;NA;33.36756887
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;NA;scm;135;1;ITA;1;NA;16.56122687
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;NA;scm;140;2;ITA;1;NA;20.6069094
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;145;1;ITA;1;NA;20.01802629
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;NA;scm;145;2;ITA;1;NA;29.938996
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;150;1;ITA;1;NA;29.77796439
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;NA;scm;150;3;ITA;1;NA;45.20919658
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;150;2;ITA;1;NA;37.89916672
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4b;OWR;NA;scm;150;4;ITA;1;NA;42.70954932
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;155;6;ITA;1;NA;28.43066204
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;NA;scm;155;6;ITA;1;NA;20.05280324
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;155;6;ITA;1;NA;31.50957321
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4b;OWR;NA;scm;155;2;ITA;1;NA;49.89316775
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;160;5;ITA;1;NA;58.86311108
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;NA;scm;160;3;ITA;1;NA;66.31251794
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;160;11;ITA;1;NA;43.20753894
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4b;OWR;NA;scm;160;3;ITA;1;NA;53.85169713
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;3;scm;165;2;ITA;1;NA;62.95669078
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;165;8;ITA;1;NA;31.14452344
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;165;3;ITA;1;NA;51.92506804
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;M;Macr;Medits scale;4a;OWR;3;scm;170;1;ITA;1;NA;48.49681924
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;170;8;ITA;1;NA;47.55664452
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;170;7;ITA;1;NA;72.88530687
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;175;8;ITA;1;NA;52.73511307
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;175;3;ITA;1;NA;49.86159095
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;2;scm;180;2;ITA;1;NA;46.7516925
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;3;scm;180;2;ITA;1;NA;49.99139036
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;3;scm;180;1;ITA;1;NA;58.69595664
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;180;9;ITA;1;NA;78.42995334
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;3;scm;185;3;ITA;1;NA;79.62224071
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;3;scm;185;4;ITA;1;NA;45.81284551
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;4;scm;185;1;ITA;1;NA;107.8769646
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;NA;scm;185;1;ITA;1;NA;54.14288103
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;3;scm;190;1;ITA;1;NA;50.077662
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;2b;OWR;4;scm;190;1;ITA;1;NA;67.31570632
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;NA;scm;190;1;ITA;1;NA;114.0299804
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;4;scm;200;1;ITA;1;NA;105.3648286
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;4;scm;205;1;ITA;1;NA;163.2134995
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;5;scm;205;2;ITA;1;NA;124.0517059
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;13440;6720;F;Macr;Medits scale;4b;OWR;4;scm;215;1;ITA;1;NA;98.23172263
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;M;Macr;Medits scale;1;OWR;NA;scm;90;1;ITA;2;NA;6.366717096
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;F;Macr;Medits scale;1;OWR;NA;scm;95;1;ITA;2;NA;6.049110742
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;M;Macr;Medits scale;1;OWR;NA;scm;95;2;ITA;2;NA;11.35734095
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;M;Macr;Medits scale;2a;OWR;NA;scm;95;1;ITA;2;NA;8.391057943
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;M;Macr;Medits scale;2a;OWR;NA;scm;100;2;ITA;2;NA;12.21259632
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;M;Macr;Medits scale;2a;OWR;NA;scm;105;1;ITA;2;NA;15.04490163
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;M;Macr;Medits scale;2a;OWR;NA;scm;110;4;ITA;2;NA;9.752498504
S;ITA;2017;121_18_2017;ITMOL;6;1;SelfSampling;TRUE;999;1320;40.91;17.66483;40.89883;17.69483;156;NA;Lan;All;18/10/2017;GSA99;OTB_shelf;OTB_DEF_>=40_0_0;Mullus barbatus;Lan;18150;6050;F;Macr;Medits scale;2a;OWR;NA;scm;115;1;ITA;2;NA;21.92982721
